"Authors","Title","Source Title","Abstract","Publication Year","Early Access Date","DOI","UT (Unique WOS ID)"
"Prat, N; García-Roger, EM","Are there so many congeneric species of chironomid larvae in a small stream?","JOURNAL OF LIMNOLOGY","The co-occurrence of larvae of congeneric chironomid species is common in natural stream assemblages, and raises the problem of finding mechanisms to explain the co-existence of species with similar ecological requirements. In this contribution, we explored the co-occurrence of chironomid larvae belonging to congeneric species within four genera of chironomids: Cricotopus, Eukiefferiella, Orthocladius and Rheocricotopus (with 2, 7, 2 and 4 species, respectively) in the headwaters of a small Mediterranean calcareous stream. Due to the intrinsic, natural spatial and temporal variability in these habitats, we studied three different sites at two different seasons within the annual hydrological cycle (spring vs summer samples), and each microhabitat unit was surveyed with an effort proportional to its cover at the sampling site. The Outlying Median Index method was used to distinguish the niches of the different chironomid species in relation to the hydraulic features and substrates within each site. Our results showed that hydraulic features helped to improve discrimination between the niches of five congeneric species of Eukiefferiella, and the same occurred within the species belonging to Cricotopus and Orthocladius, although niche overlap was high in general. One Rheocricotopus species was associated to algal substrate. Schoener's co-occurrence at the microhabitat scale was low among the congeneric species found in our study, suggesting exclusion mechanisms. Flow regime, substrate type and shifts in environmental conditions may favor the settlement of some species to the detriment of other congeneric ones, but other mechanisms such as lottery competition, diffusion competition or predation should be considered in further studies.","2018",NA,"10.4081/jlimnol.2018.1757","WOS:000453842300010"
"Christian, N; Bever, JD","Carbon allocation and competition maintain variation in plant root mutualisms","ECOLOGY AND EVOLUTION","Plants engage in multiple root symbioses that offer varying degrees of benefit. We asked how variation in partner quality persists using a resource-ratio model of population growth. We considered the plant's ability to preferentially allocate carbon to mutualists and competition for plant carbon between mutualist and nonmutualist symbionts. We treated carbon as two nutritionally interchangeable, but temporally separated, resourcescarbon allocated indiscriminately for the construction of the symbiosis, and carbon preferentially allocated to the mutualist after symbiosis establishment and assessment. This approach demonstrated that coexistence of mutualists and nonmutualists is possible when fidelity of the plant to the mutualist and the cost of mutualism mediate resource competition. Furthermore, it allowed us to trace symbiont population dynamics given varying degrees of carbon allocation. Specifically, coexistence occurs at intermediate levels of preferential allocation. Our findings are consistent with previous empirical studies as well the application of biological market theory to plantroot symbioses.","2018",NA,"10.1002/ece3.4118","WOS:000435776600050"
"Liu, XB; Burslem, DFRP; Taylor, JD; Taylor, AFS; Khoo, E; Majalap-Lee, N; Helgason, T; Johnson, D","Partitioning of soil phosphorus among arbuscular and ectomycorrhizal trees in tropical and subtropical forests","ECOLOGY LETTERS","Partitioning of soil phosphorus (P) pools has been proposed as a key mechanism maintaining plant diversity, but experimental support is lacking. Here, we provided different chemical forms of P to 15 tree species with contrasting root symbiotic relationships to investigate plant P acquisition in both tropical and subtropical forests. Both ectomycorrhizal (ECM) and arbuscular mycorrhizal (AM) trees responded positively to addition of inorganic P, but strikingly, ECM trees acquired more P from a complex organic form (phytic acid). Most ECM tree species and all AM tree species also showed some capacity to take up simple organic P (monophosphate). Mycorrhizal colonisation was negatively correlated with soil extractableP concentration, suggesting that mycorrhizal fungi may regulate organic P acquisition among tree species. Our results support the hypothesis that ECM and AM plants partition soil P sources, which may play an ecologically important role in promoting species coexistence in tropical and subtropical forests.","2018",NA,"10.1111/ele.12939","WOS:000430120400012"
"Johnson, DJ; Clay, K; Phillips, RP","Mycorrhizal associations and the spatial structure of an old-growth forest community","OECOLOGIA","Plant-soil feedbacks are known to play a central role in species co-existence, but conceptual frameworks for predicting their magnitude and direction are lacking. We ask whether co-occurring trees that associate with different types of mycorrhizal fungi, which are hypothesized to differ in terms of nutrient use and plant-soil feedbacks, differ in sapling establishment densities and probability of co-occurrence. Given that ectomycorrhizal (ECM) trees typically have fungal structures that protect roots from pathogens whereas arbuscular mycorrhizal (AM) trees do not, we hypothesized that ECM saplings would be clustered around ECM trees, while AM saplings would be suppressed near AM trees. Most previous studies have focused on seedlings, but here we examine whether the spatial signal is evident in later life stages. We measured the spatial associations of similar to 28,000 trees using point pattern analysis in a 25-ha old-growth forest where ECM trees comprised 72% of total basal area and 42% of the total stems, while AM trees comprised the remainder. Supporting our hypothesis, AM saplings were more inhibited by AM trees, while ECM saplings were more clustered around ECM trees. The spatial patterns of AM and ECM trees on saplings of the alternate mycorrhizal type were inhibited. To the extent that similar types of feedbacks occur for other AM and ECM trees, our results suggest that fundamental differences in the nature of local-scale biotic interactions between trees and their fungal symbionts may influence forest community assembly and ecosystem dynamics.","2018",NA,"10.1007/s00442-017-3987-0","WOS:000419477800020"
"Toju, H; Sato, H; Yamamoto, S; Tanabe, AS","Structural diversity across arbuscular mycorrhizal, ectomycorrhizal, and endophytic plant-fungus networks","BMC PLANT BIOLOGY","Background: Below-ground linkage between plant and fungal communities is one of the major drivers of terrestrial ecosystem dynamics. However, we still have limited knowledge of how such plant-fungus associations vary in their community-scale properties depending on fungal functional groups and geographic locations. Methods: By compiling a high-throughput sequencing dataset of root-associated fungi in eight forests along the Japanese Archipelago, we performed a comparative analysis of arbuscular mycorrhizal, ectomycorrhizal, and saprotrophic/endophytic associations across a latitudinal gradient from cool-temperate to subtropical regions. Results: In most of the plant-fungus networks analyzed, host-symbiont associations were significantly specialized but lacked nested architecture, which has been commonly reported in plant-pollinator and plant-seed disperser networks. In particular, the entire networks involving all functional groups of plants and fungi and partial networks consisting of ectomycorrhizal plant and fungal species/taxa displayed anti-nested architecture (i.e., negative nestedness scores) in many of the forests examined. Our data also suggested that geographic factors affected the organization of plant-fungus network structure. For example, the southernmost subtropical site analyzed in this study displayed lower network-level specificity of host-symbiont associations and higher (but still low) nestedness than northern localities. Conclusions: Our comparative analyses suggest that arbuscular mycorrhizal, ectomycorrhizal, and saprotrophic/endophytic plant-fungus associations often lack nested network architecture, while those associations can vary, to some extent, in their community-scale properties along a latitudinal gradient. Overall, this study provides a basis for future studies that will examine how different types of plant-fungus associations collectively structure terrestrial ecosystems.","2018",NA,"10.1186/s12870-018-1500-5","WOS:000450889100002"
"Borgström, P; Bommarco, R; Strengbom, J; Viketoft, M","Above- and belowground insect herbivores mediate the impact of nitrogen eutrophication on the soil food web in a grassland ecosystem","OIKOS","Insect herbivores are important drivers of ecosystem processes in grasslands, and can mediate the grassland's response to environmental change. For example, recent evidence shows that above- and belowground herbivory, individually and in combination, can modify how a plant community responds to nitrogen (N) eutrophication, an important driver of global change. However, knowledge about how such effects extend to the associated soil food web is lacking. In a mesocosm experiment, we investigated how communities of soil nematodes - an abundant and functionally important group of soil organisms - responded to above- and belowground insect herbivory at contrasting N levels. We found that the strongest influence of above- and belowground herbivory on the nematode community appeared at elevated N. The abundance of root-feeding nematodes increased when either above- or belowground insect herbivores were present at elevated N, but when applied together the two herbivore types cancelled out one another's effect. Additionally, at elevated N aboveground herbivory increased the abundance of fungal-feeders relative to bacterial-feeders, which indicates changes in decomposition pathways induced by N and herbivory. Belowground herbivory increased the abundance of omnivorous nematodes. The shifts in both the herbivorous and detrital parts of the soil food web demonstrate that above- and belowground herbivory does not only mediate the response of the plant community to N eutrophication, but in extension also the soil food web sustained by the plant community. We conclude that feedbacks between effects of above- and belowground herbivory mediate the response of the grassland ecosystem to N eutrophication.","2018",NA,"10.1111/oik.04763","WOS:000443304900006"
"Soliveres, S; Lehmann, A; Boch, S; Altermatt, F; Carrara, F; Crowther, TW; Delgado-Baquerizo, M; Kempel, A; Maynard, DS; Rillig, MC; Singh, BK; Trivedi, P; Allan, E","Intransitive competition is common across five major taxonomic groups and is driven by productivity, competitive rank and functional traits","JOURNAL OF ECOLOGY","Competition can be fully hierarchical or intransitive, and this degree of hierarchy is driven by multiple factors, including environmental conditions, the functional traits of the species involved or the topology of competition networks. Studies simultaneously analysing these drivers of competition hierarchy are rare. Additionally, organisms compete either directly or via interference competition for resources or space, within a local neighbourhood or across the habitat. Therefore, the drivers of competition could change accordingly and depend on the taxa studied. We performed the first multi-taxon study on pairwise competition across major taxonomic groups, including experiments with vascular plants, mosses, saprobic fungi, aquatic protists and soil bacteria. We evaluated how general is competition intransitivity from the pairwise competition matrix including all species and also for each possible three-species combination (triplets). We then examined which species were likely to engage in competitive loops and the effects of environmental conditions, competitive rank and functional traits on intransitive competition. We found some degree of competition intransitivity in all taxa studied, with 38% to 5% of triplets being intransitive. Variance in competitive rank between species and more fertile conditions strongly reduced intransitivity, with triplets composed of species differing widely in their competitive ranks much less likely to be intransitive. Including functional traits of the species involved more than doubled the variation explained compared to models including competitive rank only. Both trait means and variance within triplets affected the odds of them being intransitive. However, the traits responsible and the direction of trait effects varied widely between taxa, suggesting that traits can have a wide variety of effects on competition.Synthesis. We evaluated the drivers of competition across multiple taxa and showed that productivity and competitive rank are fundamental drivers of intransitivity. We also showed that not only the functional traits of each species, but also those of the accompanying species, determine competition intransitivity. Intransitive competition is common across multiple taxa but can dampen under fertile conditions or for those species with large variance in their competitive abilities. This provides a first step towards predicting the prevalence of intransitive competition in natural communities.","2018",NA,"10.1111/1365-2745.12959","WOS:000430123800005"
"Dellal, M; Lakrib, M; Sari, T","The operating diagram of a model of two competitors in a chemostat with an external inhibitor","MATHEMATICAL BIOSCIENCES","Understanding and exploiting the inhibition phenomenon, which promotes the stable coexistence of species, is a major challenge in the mathematical theory of the chemostat. Here, we study a model of two microbial species in a chemostat competing for a single resource in the presence of an external inhibitor. The model is a four-dimensional system of ordinary differential equations. Using general monotonic growth rate functions of the species and absorption rate of the inhibitor, we give a complete analysis for the existence and local stability of all steady states. We focus on the behavior of the system with respect of the three operating parameters represented by the dilution rate and the input concentrations of the substrate and the inhibitor. The operating diagram has the operating parameters as its coordinates and the various regions defined in it correspond to qualitatively different asymptotic behavior: washout, competitive exclusion of one species, coexistence of the species around a stable steady state and coexistence around a stable cycle. This bifurcation diagram which determines the effect of the operating parameters, is very useful to understand the model from both the mathematical and biological points of view, and is often constructed in the mathematical and biological literature.","2018",NA,"10.1016/j.mbs.2018.05.004","WOS:000439671700004"
"Pecoraro, L; Caruso, T; Cai, L; Gupta, VK; Liu, ZJ","Fungal networks and orchid distribution: new insights from above- and below-ground analyses of fungal communities","IMA FUNGUS","Orchids are critically dependent on fungi for seedling establishment and growth, so the distribution and diversity of orchids might depend on the associated fungal communities. We characterised the communities associated with eight orchid species in three Mediterranean protected areas, using a combination of above-ground analyses of sporophores and below ground molecular analyses of orchid root samples. In three years of sporophore collection in 25 plots around flowering orchid plants, 268 macrofungal species belonging to 84 genera were observed. Statistical analyses indicated a correlation between macrofungal diversity and orchid community variation, regardless of the effect of environmental and spatial factors characterizing the investigated orchid sites. Fungal ITS-DNA PCR amplification, cloning, and sequencing revealed Rhizoctonia-like fungi belonging to Ceratobasidiaceae (26 %), Tulasnellaceae (22.5 %), and Sebacinaceae (3.5 %), as well as other basidiomycetes and ascomycetes, in the roots of 99 orchid plants. Mycorrhizal specificity was low but co-occurring orchid species showed preferences for different partners. The diverse macrofungal communities found in the sites may contribute to orchid community variation without colonizing the orchid roots. Molecular analyses revealed a segregation of associated fungi, which may contribute to Mediterranean orchid coexistence in nature.","2018",NA,"10.5598/imafungus.2018.09.01.01","WOS:000438287000024"
"Mwijage, AP; Shilla, DA; Machiwa, JF","Differences in trophic resources and niches of two juvenile predatory species in three Pangani estuarine zones, Tanzania: stomach contents and stable isotope approaches","JOURNAL OF BIOLOGICAL RESEARCH-THESSALONIKI","Background: Estuaries are primary habitats that serve as feeding and nursery grounds for most juvenile marine fish. However, estuaries have been used as fishing grounds by the artisanal fishers in Tanzania.The slow-growing predatory fish at juvenile and sub-adult stages are among the most frequently caught species that functionally enhance multiple linkages of energy pathways within the food web. Stomach contents and stable isotopes (delta C-13 and delta N-15) were used to describe the nutritional sources and trophic niches between the co-existing benthic, predatory species, Carangoides chrysophrys and Epinephelus malabaricus in the Pangani estuary,Tanzania. Results: The findings indicated significant inter-specific variations in dietary composition (PERMANOVA, p = 0 001, pseudo-F= 15.81. The prey-specific index of relative importance (%PSIRI) indicated that juvenile shrimps (%PSIRI = 51.4) and Teleostei (%PSIRI = 26.5) were the main diets of C.chrysophrys while brachyura (%PSIRI = 38.8), juvenile shrimps (%PSIRI = 25.6) and Teleostei (%PSIRI = 23.3) were important diets of E.malabaricus. The isotope mixing models indicated that the predatory fish species accumulate nutrients derived from similar autotrophic sources, microphytobenthos, seagrass and macro-algae via consumption of small fish, including clupeids and mugilids. Yet, they significantly showed different isotopic niche width with varying degree of niche overlap across the longitudinal estuary gradient. This situation was justified by the presence of basal food sources among the estuarine zones that isotopically were different. Conclusion: The reliance of both predators on clupeids and mugilid preys that are trophically linked with estuarine and marine basal food sources, is an indication of low estuarine food webs'connectivity to the fresh water related food web. This situation is most likely threatening the stability of the estuarine food web structure. Management strategies and plans in place should be cautiously implemented to ensure the balanced anthropogenic freshwater use in the catchment and fishing activities, for the maintenance of the Pangani estuarine ecosystem health.","2018",NA,"10.1186/s40709-018-0084-4","WOS:000437408900001"
"Beukema, W; Martel, A; Nguyen, TT; Goka, K; Schmeller, DS; Yuan, ZY; Laking, AE; Nguyen, TQ; Lin, CF; Shelton, J; Loyau, A; Pasmans, F","Environmental context and differences between native and invasive observed niches of Batrachochytrium salamandrivorans affect invasion risk assessments in the Western Palaearctic","DIVERSITY AND DISTRIBUTIONS","Aim Identifying hosts and regions susceptible to invasion by an emerged pathogen is vital to inform early risk assessments. We here show how differences between a pathogen's native and invasive observed niche and their underlying environments affect this process, using the recent emergence of Batrachochytrium salamandrivorans (Bsal) as a critical, empirical example. Location Methods Palaearctic. To quantify observed niches, we first gathered occurrences from the native Asian and invasive European distribution of Bsal. Through ordination in PCA-bound environmental space, we then applied overlap tests to compare native and invasive Bsal niches with those of 56 putative Western Palaearctic host species. At last, we ensembled bivariate niche models (ESMs) for each Bsal niche to assess how differences in observed niches influenced suitability predictions. Results Main conclusions The observed invasive Bsal niche is a conservative, partially filled subset of its wider native niche. Pathogen-host overlap measured using the narrow invasive niche was nevertheless found to be significantly higher than that of the native niche, which is partly situated in subtropical conditions absent from the Western Palaearctic. ESMs created using the native niche predict high suitability for Bsal throughout Europe. Conversely, a more restricted range was predicted using the invasive niche, which coincides with the presence of oceanic climates in north-western Europe and several Mediterranean mountain ranges. Unequal relative availability of environments in native and invasive ranges may lead to underestimation of observed niche overlap between native pathogen populations and putative hosts in the invasive range. The existence of partially filled niches may add uncertainty to overlap measurements, and predictions of potential further spread. Results based on the invasive niche therefore provide a conservative estimate; yet demonstrate, in our case, that Bsal is already present in conditions shared by numerous host species. Further niche filling may accordingly increase risk of salamander diversity across the Western Palaearctic.","2018",NA,"10.1111/ddi.12795","WOS:000450303700006"
"Aldars-García, L; Marín, S; Sanchis, V; Magan, N; Medina, A","Assessment of intraspecies variability in fungal growth initiation of Aspergillus flavus and aflatoxin B1 production under static and changing temperature levels using different initial conidial inoculum levels","INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY","Intraspecies variability in fungal growth and mycotoxin production has important implications for food safety. Using the Sioscreen C we have examined spectrophotometrically intraspecies variability of A. flavus using 10 isolates under different environments, including temperature shifts, in terms of growth and aflatoxin B-1 (AFB(1)) production. Five high and five low AFB(1) producers were examined. The study was conducted at 5 isothermal conditions (from 15 to 37 degrees C) and 4 dynamic scenarios (between 15 and 30 degrees C). The experiments were carried out in a semisolid YES medium at 0.92 a(w) and two inoculum levels, 10(2) and 10(3) spores/mL. The Time to Detection (TTD) of growth initiation was determined and modelled as a function of temperature through a polynomial equation and the model was used to predict TTD under temperature upshifts conditions using a novel approach. The results obtained in this study have shown that a model can be developed to describe the effect of temperature upshifts on the TTD for all the studied isolates and inoculum levels. Isolate variability increased as the growth conditions became more stressful and with a lower inoculum level. Inoculum level affected the in-traspedes variability but not the repeatability of the experiments. In dynamic conditions, isolate responses depended both on the temperature shift and, predominantly, the final temperature level. AFB(1) production was highly variable among the isolates and greatly depended on temperature (optimum temperature at 30-35 degrees C) and inoculum levels, with often higher production with lower inoculum. This suggests that, from an ecological point of view, the potential isolate variability and interaction with dynamic conditions should be taken into account in developing strategies to control growth and predicting mycotoxin risks by mycotoxigenic fungi.","2018",NA,"10.1016/j.ijfoodmicro.2018.02.016","WOS:000430762800001"
"Zimmermann, BL; Palaoro, AV; Bouchon, D; Almerao, MP; Araujo, PB","How coexistence may influence life history: the reproductive strategies of sympatric congeneric terrestrial isopods (Crustacea, Oniscidea)","CANADIAN JOURNAL OF ZOOLOGY","Patterns of allocation between reproduction, survival, and maintenance are what we call life history. By investigating the life-history strategy of sympatric species, we may understand how they are able to coexist, as different strategies are expected to evolve in species that occupy similar niche space. Terrestrial isopods are a group in which multiple species frequently inhabit the same area. Notably, they are usually infected by Wolbachia Hertig, 1936, a notorious manipulator of the hosts' reproductive processes. Thus, the aim of this study was to analyze the investment in reproduction in three sympatric and closely related species of terrestrial isopods: Atlantoscia floridana (Van Name, 1940), Atlantoscia inflata Campos-Filho and Araujo, 2015, and Atlantoscia petronioi Campos-Filho, Contreira and Lopes-Leitzke, 2012, only the latter being infected with Wolbachia. We showed that the presence of the bacteria seems not to affect the fitness of A. petronioi, because there was no clear difference in the reproductive output of infected and noninfected individuals. On the other hand, we observed that the three species possess alternative life-history strategies; that is, they differ in how much they invest in maintenance (body size) and reproductive effort. Such differences probably facilitate the species coexistence, reducing the competition among them.","2018",NA,"10.1139/cjz-2018-0086","WOS:000449749800004"
"Martínez-Laiz, G; Ros, M; Navarro-Barranco, C; Guerra-Garcia, JM","Habitat selection of intertidal caprellid amphipods in a changing scenario","BEHAVIOURAL PROCESSES","Habitat selection is a complex process, dependent on numerous fluctuating conditions and key to species coexistence. In a changing global scenario, it will greatly determine the fate of marine organisms and hence is an important subject to be explored. The present study evaluates host specificity of two caprellid amphipod species, Caprella grandimana and Caprella takeuchii, dwelling on a rocky intertidal where the calcifying macroalgae Jania rubens and Ellisolandia elongata show opposite seasonal fluctuation patterns throughout the year. To avoid confounding preference with other factors, the substrate selection experimental design included both multiple choice and non-choice treatments. Macroalgal structure analyses using fractals and interstitial space index were included in the study, as substrate complexity is a main factor driving preference for epifauna. Caprella grandimana actively selected J. rubens, whereas C. takeuchii did not show any preference; both behaviours remaining consistent regardless of the original substrate. Preference for J. rubens is probably owed to its interstitial space and thalli characteristics, as the complexity analysis suggested, since these allow for better refuge against predators and a more suitable surface for grasping. Meanwhile, the plasticity of C. takeuchii seems to favor an ongoing taking over of its congener at the time of the year when J. rubens drops. We highlight the need for rigor when performing substrate selection experiments; the importance of including habitat selection lessons in conservation strategies and modelling studies dealing with global change; and the risk in generalizing results within the family or genus level, which is occasionally inadequate for understanding the functioning of the ecosystem as a whole.","2018",NA,"10.1016/j.beproc.2018.05.005","WOS:000438833700003"
"Little, CJ; Altermatt, F","Species turnover and invasion of dominant freshwater invertebrates alter biodiversity-ecosystem-function relationship","ECOLOGICAL MONOGRAPHS","Freshwater ecosystems rely on allochthonous resources. Integration of these subsidies depends on diversity of both terrestrial resources and aquatic shredder and decomposer communities, but the diversity effects on leaf litter breakdown and decomposition are less clear in aquatic than terrestrial ecosystems. We need a better understanding of this relationship because aquatic communities are rapidly changing with species invasions and anthropogenic impacts. Here, we experimentally disentangled the effects of leaf and shredder richness on leaf litter breakdown by macroinvertebrates in mesocosm experiments using three species of amphipods, a dominant guild of crustaceans in European freshwater ecosystems. Increased leaf richness led to lower-than-predicted leaf consumption by native shredders, with mixed evidence of resource-switching or prioritization of preferred food items within a leaf mix. Higher shredder species richness never promoted leaf consumption rates compared to predictions from relevant single-species experiments, and instead sometimes substantially decreased leaf consumption. We then conducted a meta-analysis of leaf litter consumption rates by seven widely distributed amphipod species (the three used in the experiments and four additional species). As expected based on our own experiments, nonnative amphipod species generally had lower biomass-adjusted leaf litter consumption rates, although their larger body size led to higher per-individual leaf consumption rates. Contamination of the water by metals, pesticides, and other chemicals additionally significantly decreased leaf litter consumption by multiple native and nonnative species compared to unpolluted systems. While the meta-analysis suggested that litter consumption, and thus breakdown, would decline if native shredders are replaced by nonnative heterospecifics, complete species replacement is not the only outcome following immigration in a meta-community context. Our experiments suggest that breakdown rates could remain reasonably high where native species coexist with nonnative arrivals. Experiments that neglect the ecological realism of species coexistence will necessarily mischaracterize effects on ecosystem functioning.","2018",NA,"10.1002/ecm.1299","WOS:000440407000011"
"Nanami, A","Spatial distributions, feeding ecologies, and behavioral interactions of four rabbitfish species (Siganus unimaculatus, S. virgatus, S. corallinus, and S. puellus)","PEERJ","Clarifying the underlying mechanisms that enable closely related species to coexist in a particular environment is a fundamental aspect of ecology. Coral reefs support a high diversity of marine organisms, among which rabbitfishes (family Siganidae) are a major component The present study aimed to reveal the mechanism that allows rabbitfishes to coexist on coral reefs in Okinawa, Japan, by investigating the spatial distributions, feeding ecologies, and behavioral interactions of four species: Siganus unimaculatus, S. virgatus, S. corallinus, and S. puellus. All four species had a size-specific spatial distribution, whereby small individuals were found in sheltered areas that were covered by branching and bottlebrush Acropora spp. and large individuals were found in both sheltered and exposed rocky areas. However, no clear species-specific spatial distribution was observed. There was some variation in the food items taken, with S. unimaculatus primarily feeding on brown foliose algae, red foliose algae, and red styloid algae, and S. virgatus and S. puellus preferring brown foliose algae and sponges, respectively. However, S. corallinus did not show any clear differences in food preferences from S. virgatus or S. unimaculatus, mainly feeding on brown foliose algae and red styloid algae. The four species exhibited differences in foraging substrate use, which was probably related to differences in their body shape characteristics: S. unimaculatus has a slender body with a remarkably protruding snout and mainly used concave substrates for feeding, whereas S. virgatus has a deeper body with a low degree of snout protrusion and mainly used convex substrates. The other two species have a low degree of snout protrusion combined with a deeper body in the case of S. corallinus and a slender body in the case of S. puellus and used concave, flat, and convex substrates to an equal degree for feeding. Behavioral interactions were categorized into agonistic behaviors (attack and agonistic displays) and no interactions. For all four species, a greater frequency of agonistic behaviors was observed when two conspecific pairs approached each other than when two heterospecific individuals encountered each other. Together, these results suggest that food item partitioning is one of the main factors enabling the coexistence of these four syntopic rabbitfish species, which is enhanced by species-specific differences in feeding substrates as a result of their different body shape and behavioral characteristics.","2018",NA,"10.7717/peerj.6145","WOS:000453929400010"
"Bartomeus, I; Godoy, O","Biotic controls of plant coexistence","JOURNAL OF ECOLOGY","1. The quest for understanding the maintenance of species diversity has matured in recent decades under the umbrella of species coexistence theory, founded by Chesson (2000). The central conclusion of the theory is that coexistence at local scales depends on two opposing forces: average fitness differences between species, which drive the best-adapted species to exclude others, and stabilizing mechanisms, which promote diversity via niche differentiation. 2. Recent theoretical work has focussed on how interactions between plants and other organisms influence the equalizing and stabilizing forces. However, there is a lack of empirical information. Therefore, the next fundamental step is to assess the prevalence of these mechanisms for controlling plant coexistence across a wide range of interactions and systems. 3. To that end, this special feature presents 10 theoretical, observational, or manipulative studies illustrating 9 different biotic interactions including mutualisms (pollinators, seed dispersers, soil microbes, and arbuscular mycorrhizal fungi) and antagonisms (leaf and seed herbivores, and leaf and root pathogens). All studies share a common question: how biotic interactions regulate plant coexistence? 4. Comparisons across studies suggest that biotic interactions modify both stabilizing and average fitness differences. In those cases where biotic interactions promote stable coexistence between plant species, both mutualistic and antagonistic interactions act more frequently as an equalizing rather than as a stabilizing mechanisms. 5. Besides these generalities, the studies of this special issue also present novel theoretical and empirical approaches to better understand the maintenance of species diversity over a wide variety of systems, environmental conditions, and organisms. 6. Synthesis. The studies presented here constitutes a solid base to empirically explore how mutualistic and antagonistic interactions act upon the determinants of plant species competition, and open novel paths for future research. Collectively, these advances will serve to pave the road for a better theoretical and empirical understanding of how biotic interactions control biodiversity.","2018",NA,"10.1111/1365-2745.13040","WOS:000452178600001"
"Veresoglou, SD; Rillig, MC; Johnson, D","Responsiveness of plants to mycorrhiza regulates coexistence","JOURNAL OF ECOLOGY","1. Association of plants with arbuscular mycorrhizal (AM) fungi may act as either an equalizing or a stabilizing mechanism of coexistence, but the effect of the symbiosis likely depends on the responsiveness to fungi of plant species within a community, rather than simply as a binary metric based on presence or absence of AM fungi. Here, we test the hypothesis that communities consisting of plants that are unresponsive to mycorrhiza, or that differ widely in their response to mycorrhiza, would exhibit larger differences in their niche and fitness resulting to weaker plant-plant competition. 2. We took two complementary approaches to test our hypotheses: first, we reanalysed data from the classic BIODEPTH grassland biodiversity manipulation experiment to assess niche and relative fitness differences of plant communities solely comprising species considered to be either obligate or facultative symbiotrophs. Second, we assembled replicate synthetic plant communities comprising all 70 possible four-species mixtures from a pool of eight species in the presence of an AM fungus to assess pairwise competition coefficients and infer coexistence potential. The species were characteristic of pastures, had an identical CSR survival strategy, and in nature differ in their extent of colonization by AM fungi. We separately established monocultures to estimate competition coefficients and assess plant responsiveness to mycorrhiza. 3. Analysis of data from BIODEPTH showed that plant communities comprising solely species with obligate associations with AM fungi had greater niche and fitness differences compared with communities comprising species without obligate associations with AM fungi. In the manipulation experiment, we found that plants that depended on AM fungi competed more strongly than plants with little dependence on AM fungi. The weakest competition was between AM-responsive and AM-unresponsive plant species. Coexistence was more likely in pairwise combinations in which at least one of the plant species responded negatively to mycorrhiza. 4. Synthesis. We directly quantified variation in niche and fitness differences between plant species due to interaction with AM fungi. Integrating this knowledge into explicit competition models in plant community ecology could greatly enhance our ability to predict coexistence in nature.","2018",NA,"10.1111/1365-2745.13026","WOS:000452178600009"
"Good, BH; Martis, S; Hallatschek, O","Adaptation limits ecological diversification and promotes ecological tinkering during the competition for substitutable resources","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","Microbial communities can evade competitive exclusion by diversifying into distinct ecological niches. This spontaneous diversification often occurs amid a backdrop of directional selection on other microbial traits, where competitive exclusion would normally apply. Yet despite their empirical relevance, little is known about how diversification and directional selection combine to determine the ecological and evolutionary dynamics within a community. To address this gap, we introduce a simple, empirically motivated model of eco-evolutionary feedback based on the competition for substitutable resources. Individuals acquire heritable mutations that alter resource uptake rates, either by shifting metabolic effort between resources or by increasing the overall growth rate. While these constitutively beneficial mutations are trivially favored to invade, we show that the accumulated fitness differences can dramatically influence the ecological structure and evolutionary dynamics that emerge within the community. Competition between ecological diversification and ongoing fitness evolution leads to a state of diversification-selection balance, in which the number of extant ecotypes can be pinned below the maximum capacity of the ecosystem, while the ecotype frequencies and genealogies are constantly in flux. Interestingly, we find that fitness differences generate emergent selection pressures to shift metabolic effort toward resources with lower effective competition, even in saturated ecosystems. We argue that similar dynamical features should emerge in a wide range of models with a mixture of directional and diversifying selection.","2018",NA,"10.1073/pnas.1807530115","WOS:000448713200014"
"Greenfield, BK; Shaked, S; Marrs, CF; Nelson, P; Raxter, I; Xi, CW; McKone, TE; Jolliet, O","Modeling the Emergence of Antibiotic Resistance in the Environment: an Analytical Solution for the Minimum Selection Concentration","ANTIMICROBIAL AGENTS AND CHEMOTHERAPY","Environmental antibiotic risk management requires an understanding of how subinhibitory antibiotic concentrations contribute to the spread of resistance. We develop a simple model of competition between sensitive and resistant bacterial strains to predict the minimum selection concentration (MSC), the lowest level of antibiotic at which resistant bacteria are selected. We present an analytical solution for the MSC based on the routinely measured MIC, the selection coefficient (sc) that expresses fitness differences between strains, the intrinsic net growth rate, and the shape of the bacterial growth dose-response curve with antibiotic or metal exposure (the Hill coefficient [kappa]). We calibrated the model by optimizing the Hill coefficient to fit previously reported experimental growth rate difference data. The model fit varied among nine compound-taxon combinations examined but predicted the experimentally observed MSC/MIC ratio well (R-2 >= 0.95). The shape of the antibiotic response curve varied among compounds (0.7 <= kappa <= 10.5), with the steepest curve being found for the aminoglycosides streptomycin and kanamycin. The model was sensitive to this antibiotic response curve shape and to the sc, indicating the importance of fitness differences between strains for determining the MSC. The MSC can be >1 order of magnitude lower than the MIC, typically by the factor sc(kappa). This study provides an initial quantitative depiction and a framework for a research agenda to examine the growing evidence of selection for resistant bacterial communities at low environmental antibiotic concentrations.","2018",NA,"10.1128/AAC.01686-17","WOS:000427121800020"
